id_tabungan,counter_tabungan,tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,status,jarak_hari_nabung,persentase_terkumpul
TAB-0915,35,2024-02-02,Dana Darurat,12120000,207291,8357323,3762677,Belum Selesai,15,68.95
TAB-0915,36,2024-03-01,Dana Darurat,12120000,246842,8604165,3515835,Belum Selesai,28,70.99
TAB-0915,37,2024-03-30,Dana Darurat,12120000,214543,8818708,3301292,Belum Selesai,29,72.76
TAB-0915,38,2024-04-10,Dana Darurat,12120000,215251,9033959,3086041,Belum Selesai,11,74.54
TAB-0915,39,2024-05-02,Dana Darurat,12120000,248468,9282427,2837573,Belum Selesai,22,76.59
TAB-0915,40,2024-05-20,Dana Darurat,12120000,210934,9711557,2408443,Belum Selesai,18,80.13
TAB-0915,41,2024-06-05,Dana Darurat,12120000,205718,9917275,2202725,Belum Selesai,16,81.83
TAB-0915,42,2024-06-23,Dana Darurat,12120000,237000,10155267,1964733,Belum Selesai,18,83.79
TAB-0915,43,2024-07-06,Dana Darurat,12120000,211159,10366426,1753574,Belum Selesai,13,85.53
TAB-0915,44,2024-07-17,Dana Darurat,12120000,247434,10613860,1506140,Belum Selesai,11,87.57
TAB-0915,45,2024-07-30,Dana Darurat,12120000,263825,10877685,1242315,Belum Selesai,13,89.75
TAB-0915,46,2024-08-09,Dana Darurat,12120000,192978,11070663,1049337,Belum Selesai,10,91.34
TAB-0915,47,2024-08-24,Dana Darurat,12120000,203617,11274280,845720,Belum Selesai,15,93.02
TAB-0915,48,2024-09-01,Dana Darurat,12120000,206710,11480990,639010,Belum Selesai,8,94.73
TAB-0915,49,2024-09-27,Dana Darurat,12120000,203250,11684240,435760,Belum Selesai,26,96.4
TAB-0915,50,2024-10-08,Dana Darurat,12120000,234178,11918418,201582,Belum Selesai,11,98.34
TAB-0915,51,2024-10-27,Dana Darurat,12120000,201582,12120000,0,Selesai,19,100.0
TAB-0916,1,2020-11-01,Dana Darurat,15920000,1441661,1441661,14478339,Belum Selesai,0,9.06
TAB-0916,2,2020-11-28,Dana Darurat,15920000,1464638,2906299,13013701,Belum Selesai,27,18.26
TAB-0916,3,2020-12-29,Dana Darurat,15920000,1941803,4848102,11071898,Belum Selesai,31,30.45
TAB-0916,4,2021-01-07,Dana Darurat,15920000,1442913,6291015,9628985,Belum Selesai,9,39.52
TAB-0916,5,2021-01-29,Dana Darurat,15920000,1634639,9511773,6408227,Belum Selesai,22,59.75
TAB-0916,6,2021-02-08,Dana Darurat,15920000,1447952,10959725,4960275,Belum Selesai,10,68.84
TAB-0916,7,2021-02-24,Dana Darurat,15920000,1397612,12357337,3562663,Belum Selesai,16,77.62
TAB-0917,1,2021-02-15,Beli Ipad/Tablet Nugas,6240000,602269,602269,5637731,Belum Selesai,0,9.65
TAB-0917,2,2021-03-06,Beli Ipad/Tablet Nugas,6240000,693081,1295350,4944650,Belum Selesai,19,20.76
TAB-0917,3,2021-03-19,Beli Ipad/Tablet Nugas,6240000,669518,1964868,4275132,Belum Selesai,13,31.49
TAB-0917,4,2021-04-07,Beli Ipad/Tablet Nugas,6240000,679545,2644413,3595587,Belum Selesai,19,42.38
TAB-0917,5,2021-04-16,Beli Ipad/Tablet Nugas,6240000,638785,3283198,2956802,Belum Selesai,9,52.62
TAB-0917,6,2021-05-03,Beli Ipad/Tablet Nugas,6240000,580342,3863540,2376460,Belum Selesai,17,61.92
TAB-0917,7,2021-05-11,Beli Ipad/Tablet Nugas,6240000,597659,4461199,1778801,Belum Selesai,8,71.49
TAB-0918,1,2021-03-19,Beli Laptop Skripsi,8240000,933737,933737,7306263,Belum Selesai,0,11.33
TAB-0918,2,2021-04-11,Beli Laptop Skripsi,8240000,839244,1772981,6467019,Belum Selesai,23,21.52
TAB-0918,3,2021-04-25,Beli Laptop Skripsi,8240000,725613,2498594,5741406,Belum Selesai,14,30.32
TAB-0918,4,2021-05-22,Beli Laptop Skripsi,8240000,867067,3365661,4874339,Belum Selesai,27,40.85
TAB-0918,5,2021-06-21,Beli Laptop Skripsi,8240000,727256,4092917,4147083,Belum Selesai,30,49.67
TAB-0918,6,2021-07-20,Beli Laptop Skripsi,8240000,820520,4913437,3326563,Belum Selesai,29,59.63
TAB-0918,7,2021-08-17,Beli Laptop Skripsi,8240000,810309,5723746,2516254,Belum Selesai,28,69.46
TAB-0918,8,2021-09-16,Beli Laptop Skripsi,8240000,837330,6561076,1678924,Belum Selesai,30,79.62
TAB-0918,9,2021-10-03,Beli Laptop Skripsi,8240000,861908,7422984,817016,Belum Selesai,17,90.08
TAB-0918,10,2021-10-23,Beli Laptop Skripsi,8240000,754743,8177727,62273,Belum Selesai,20,99.24
TAB-0918,11,2021-11-19,Beli Laptop Skripsi,8240000,62273,8240000,0,Selesai,27,100.0
TAB-0919,1,2021-10-11,Modal Nikah/Tunangan,87840000,8910330,8910330,78929670,Belum Selesai,0,10.14
TAB-0919,2,2021-10-22,Modal Nikah/Tunangan,87840000,8567023,17477353,70362647,Belum Selesai,11,19.9
TAB-0919,3,2021-11-09,Modal Nikah/Tunangan,87840000,9396000,26873501,60966499,Belum Selesai,18,30.59
TAB-0919,4,2021-12-14,Modal Nikah/Tunangan,87840000,9212854,44465268,43374732,Belum Selesai,35,50.62
TAB-0920,1,2022-02-22,Beli Hewan Qurban,3700000,45324,45324,3654676,Belum Selesai,0,1.22
TAB-0920,2,2022-03-06,Beli Hewan Qurban,3700000,54516,99840,3600160,Belum Selesai,12,2.7
TAB-0920,3,2022-03-30,Beli Hewan Qurban,3700000,50070,149910,3550090,Belum Selesai,24,4.05
TAB-0920,4,2022-04-06,Beli Hewan Qurban,3700000,50016,199926,3500074,Belum Selesai,7,5.4
TAB-0920,5,2022-04-17,Beli Hewan Qurban,3700000,50283,250209,3449791,Belum Selesai,11,6.76
TAB-0920,6,2022-05-10,Beli Hewan Qurban,3700000,55207,305416,3394584,Belum Selesai,23,8.25
TAB-0920,7,2022-06-02,Beli Hewan Qurban,3700000,50705,356121,3343879,Belum Selesai,23,9.62
TAB-0920,8,2022-06-15,Beli Hewan Qurban,3700000,57356,413477,3286523,Belum Selesai,13,11.18
TAB-0920,9,2022-07-13,Beli Hewan Qurban,3700000,50532,464009,3235991,Belum Selesai,28,12.54
TAB-0920,10,2022-08-08,Beli Hewan Qurban,3700000,47489,511498,3188502,Belum Selesai,26,13.82
TAB-0920,11,2022-08-15,Beli Hewan Qurban,3700000,48000,559600,3140400,Belum Selesai,7,15.12
TAB-0920,12,2022-09-15,Beli Hewan Qurban,3700000,44722,604322,3095678,Belum Selesai,31,16.33
TAB-0920,13,2022-09-28,Beli Hewan Qurban,3700000,40211,644533,3055467,Belum Selesai,13,17.42
TAB-0920,14,2022-10-09,Beli Hewan Qurban,3700000,50393,694926,3005074,Belum Selesai,11,18.78
TAB-0920,15,2022-11-02,Beli Hewan Qurban,3700000,42831,737757,2962243,Belum Selesai,24,19.94
TAB-0920,16,2022-11-27,Beli Hewan Qurban,3700000,42605,780362,2919638,Belum Selesai,25,21.09
TAB-0920,17,2022-12-17,Beli Hewan Qurban,3700000,49780,830142,2869858,Belum Selesai,20,22.44
TAB-0920,18,2023-01-13,Beli Hewan Qurban,3700000,42356,872498,2827502,Belum Selesai,27,23.58
TAB-0920,19,2023-01-21,Beli Hewan Qurban,3700000,47977,920475,2779525,Belum Selesai,8,24.88
TAB-0920,20,2023-01-30,Beli Hewan Qurban,3700000,56612,977087,2722913,Belum Selesai,9,26.41
TAB-0920,21,2023-02-18,Beli Hewan Qurban,3700000,51296,1028383,2671617,Belum Selesai,19,27.79
TAB-0920,22,2023-02-25,Beli Hewan Qurban,3700000,43638,1072021,2627979,Belum Selesai,7,28.97
TAB-0920,23,2023-03-26,Beli Hewan Qurban,3700000,49000,1121091,2578909,Belum Selesai,29,30.3
TAB-0920,24,2023-04-10,Beli Hewan Qurban,3700000,49574,1170665,2529335,Belum Selesai,15,31.64
TAB-0920,25,2023-04-18,Beli Hewan Qurban,3700000,47611,1218276,2481724,Belum Selesai,8,32.93
TAB-0920,26,2023-05-19,Beli Hewan Qurban,3700000,45464,1263740,2436260,Belum Selesai,31,34.16
TAB-0920,27,2023-06-03,Beli Hewan Qurban,3700000,45132,1308872,2391128,Belum Selesai,15,35.37
TAB-0920,28,2023-06-16,Beli Hewan Qurban,3700000,47764,1356636,2343364,Belum Selesai,13,36.67
TAB-0920,29,2023-06-23,Beli Hewan Qurban,370000000,49000,1406585,2293415,Belum Selesai,7,0.38
TAB-0920,30,2023-07-09,Beli Hewan Qurban,3700000,42723,1449308,2250692,Belum Selesai,16,39.17
TAB-0920,31,2023-07-23,Beli Hewan Qurban,3700000,43030,1492338,2207662,Belum Selesai,14,40.33
TAB-0920,32,2023-08-02,Beli Hewan Qurban,3700000,52292,1544630,2155370,Belum Selesai,10,41.75
TAB-0920,33,2023-08-15,Beli Hewan Qurban,3700000,52619,1597249,2102751,Belum Selesai,13,43.17
TAB-0920,34,2023-08-22,Beli Hewan Qurban,3700000,47769,1645018,2054982,Belum Selesai,7,44.46
TAB-0920,35,2023-08-31,Beli Hewan Qurban,3700000,46787,1691805,2008195,Belum Selesai,9,45.72
TAB-0920,36,2023-10-01,Beli Hewan Qurban,3700000,53598,1745403,1954597,Belum Selesai,31,47.17
TAB-0920,37,2023-10-08,Beli Hewan Qurban,3700000,46923,1792326,1907674,Belum Selesai,7,48.44
TAB-0920,38,2023-11-13,Beli Hewan Qurban,3700000,45909,1891733,1808267,Belum Selesai,36,51.13
TAB-0920,39,2023-11-20,Beli Hewan Qurban,3700000,42733,1934466,1765534,Belum Selesai,7,52.28
TAB-0920,40,2023-11-28,Beli Hewan Qurban,3700000,55229,1989695,1710305,Belum Selesai,8,53.78
TAB-0920,41,2023-12-29,Beli Hewan Qurban,3700000,52483,2042178,1657822,Belum Selesai,31,55.19
TAB-0920,42,2024-01-23,Beli Hewan Qurban,3700000,45700,2087878,1612122,Belum Selesai,25,56.43
TAB-0920,43,2024-01-31,Beli Hewan Qurban,3700000,53951,2141829,1558171,Belum Selesai,8,57.89
TAB-0920,44,2024-02-20,Beli Hewan Qurban,3700000,58226,2200055,1499945,Belum Selesai,20,59.46
TAB-0920,45,2024-03-12,Beli Hewan Qurban,3700000,61226,2261281,1438719,Belum Selesai,21,61.12
TAB-0920,46,2024-03-26,Beli Hewan Qurban,3700000,55778,2317059,1382941,Belum Selesai,14,62.62
TAB-0920,47,2024-04-06,Beli Hewan Qurban,3700000,45634,2362693,1337307,Belum Selesai,11,63.86
TAB-0920,48,2024-04-27,Beli Hewan Qurban,3700000,50295,2412988,1287012,Belum Selesai,21,65.22
TAB-0920,49,2024-05-14,Beli Hewan Qurban,3700000,45743,2458731,1241269,Belum Selesai,17,66.45
TAB-0920,50,2024-06-12,Beli Hewan Qurban,370000000,51537,2510268,1189732,Belum Selesai,29,0.68
TAB-0920,51,2024-06-23,Beli Hewan Qurban,3700000,55395,2565663,1134337,Belum Selesai,11,69.34
TAB-0920,52,2024-07-09,Beli Hewan Qurban,3700000,54654,2771483,928517,Belum Selesai,16,74.9
TAB-0920,53,2024-07-12,Beli Hewan Qurban,3700000,52670,2618333,1081667,Belum Selesai,3,70.77
TAB-0920,54,2024-08-09,Beli Hewan Qurban,3700000,49645,2667978,1032022,Belum Selesai,28,72.11
TAB-0920,55,2024-08-20,Beli Hewan Qurban,3700000,48851,2716829,983171,Belum Selesai,11,73.43
TAB-0920,56,2024-09-27,Beli Hewan Qurban,3700000,54771,2826254,873746,Belum Selesai,38,76.39
TAB-0920,57,2024-10-13,Beli Hewan Qurban,3700000,44468,2870722,829278,Belum Selesai,16,77.59
TAB-0920,58,2024-10-21,Beli Hewan Qurban,3700000,47135,2917857,782143,Belum Selesai,8,78.86
TAB-0920,59,2024-11-02,Beli Hewan Qurban,3700000,50971,2968828,731172,Belum Selesai,12,80.24
TAB-0920,60,2024-11-17,Beli Hewan Qurban,3700000,51322,3020150,679850,Belum Selesai,15,81.63
TAB-0920,61,2024-12-14,Beli Hewan Qurban,3700000,54000,3074341,625659,Belum Selesai,27,83.09
TAB-0920,62,2024-12-31,Beli Hewan Qurban,3700000,56036,3130377,569623,Belum Selesai,17,84.6
TAB-0920,63,2025-01-25,Beli Hewan Qurban,3700000,40640,3171017,528983,Belum Selesai,25,85.7
TAB-0920,64,2025-02-03,Beli Hewan Qurban,370000000,54881,3225898,474102,Belum Selesai,9,0.87
TAB-0920,65,2025-02-17,Beli Hewan Qurban,3700000,56928,3282826,417174,Belum Selesai,14,88.73
TAB-0920,66,2025-03-04,Beli Hewan Qurban,3700000,58248,3341074,358926,Belum Selesai,15,90.3
TAB-0920,67,2025-03-24,Beli Hewan Qurban,3700000,46000,3387132,312868,Belum Selesai,20,91.54
TAB-0920,68,2025-04-01,Beli Hewan Qurban,3700000,52493,3439625,260375,Belum Selesai,8,92.96
TAB-0920,69,2025-04-24,Beli Hewan Qurban,3700000,47459,3543270,156730,Belum Selesai,23,95.76
TAB-0920,70,2025-05-11,Beli Hewan Qurban,3700000,55830,3599100,100900,Belum Selesai,17,97.27
TAB-0920,71,2025-05-25,Beli Hewan Qurban,3700000,50559,3649659,50341,Belum Selesai,14,98.64
TAB-0920,72,2025-06-06,Beli Hewan Qurban,3700000,48082,3697741,2259,Belum Selesai,12,99.94
TAB-0920,73,2025-06-16,Beli Hewan Qurban,3700000,2259,3700000,0,Selesai,10,100.0
TAB-0921,1,2022-06-10,Beli Motor Bekas,8770000,834701,834701,7935299,Belum Selesai,0,9.52
TAB-0921,2,2022-07-04,Beli Motor Bekas,8770000,781259,1615960,7154040,Belum Selesai,24,18.43
TAB-0921,3,2022-08-03,Beli Motor Bekas,8770000,933185,2549145,6220855,Belum Selesai,30,29.07
TAB-0921,4,2022-08-20,Beli Motor Bekas,8770000,786058,3335203,5434797,Belum Selesai,17,38.03
TAB-0921,5,2022-09-08,Beli Motor Bekas,8770000,892186,4227389,4542611,Belum Selesai,19,48.2
TAB-0921,6,2022-10-02,Beli Motor Bekas,8770000,841655,5069044,3700956,Belum Selesai,24,57.8
TAB-0921,7,2022-10-17,Beli Motor Bekas,8770000,824489,5893533,2876467,Belum Selesai,15,67.2
TAB-0921,8,2022-10-31,Beli Motor Bekas,8770000,919453,6812986,1957014,Belum Selesai,14,77.69
TAB-0921,9,2022-11-18,Beli Motor Bekas,8770000,898158,7711144,1058856,Belum Selesai,18,87.93
TAB-0921,10,2022-12-07,Beli Motor Bekas,8770000,946134,8657278,112722,Belum Selesai,19,98.71
TAB-0921,11,2023-01-06,Beli Motor Bekas,8770000,112722,8770000,0,Selesai,30,100.0
TAB-0922,1,2022-01-18,Modal Nikah/Tunangan,97510000,9787830,9787830,87722170,Belum Selesai,0,10.04
TAB-0922,2,2022-02-17,Modal Nikah/Tunangan,97510000,12020541,21808371,75701629,Belum Selesai,30,22.37
TAB-0922,3,2022-03-18,Modal Nikah/Tunangan,97510000,10491589,32299960,65210040,Belum Selesai,29,33.12
TAB-0922,4,2022-04-08,Modal Nikah/Tunangan,97510000,10791567,43091527,54418473,Belum Selesai,21,44.19
TAB-0922,5,2022-05-06,Modal Nikah/Tunangan,97510000,9117001,52208528,45301472,Belum Selesai,28,53.54
TAB-0922,6,2022-05-27,Modal Nikah/Tunangan,97510000,8493983,60702511,36807489,Belum Selesai,21,62.25
TAB-0922,7,2022-06-09,Modal Nikah/Tunangan,97510000,9646347,70348858,27161142,Belum Selesai,13,72.15
TAB-0922,8,2022-06-26,Modal Nikah/Tunangan,97510000,9251009,79599867,17910133,Belum Selesai,17,81.63
TAB-0922,9,2022-07-21,Modal Nikah/Tunangan,97510000,8472207,88072074,9437926,Belum Selesai,25,90.32
TAB-0922,10,2022-08-01,Modal Nikah/Tunangan,97510000,9437926,97510000,0,Selesai,11,100.0
TAB-0923,1,2020-09-20,Rakit Pc Gaming,18050000,1610645,1610645,16439355,Belum Selesai,0,8.92
TAB-0923,2,2020-10-05,Rakit Pc Gaming,18050000,1921579,3532224,14517776,Belum Selesai,15,19.57
TAB-0923,3,2020-10-19,Rakit Pc Gaming,18050000,1701372,5233596,12816404,Belum Selesai,14,28.99
TAB-0923,4,2020-11-06,Rakit Pc Gaming,18050000,1847548,7081144,10968856,Belum Selesai,18,39.23
TAB-0923,5,2020-11-15,Rakit Pc Gaming,18050000,2092510,9173654,8876346,Belum Selesai,9,50.82
TAB-0923,6,2020-12-15,Rakit Pc Gaming,18050000,2237014,11410668,6639332,Belum Selesai,30,63.22
TAB-0923,7,2021-01-31,Rakit Pc Gaming,18050000,1664000,15145329,2904671,Belum Selesai,47,83.91
TAB-0923,8,2021-02-13,Rakit Pc Gaming,18050000,1915959,17061288,988712,Belum Selesai,13,94.52
TAB-0923,9,2021-03-16,Rakit Pc Gaming,18050000,988712,18050000,0,Selesai,31,100.0
TAB-0924,1,2020-04-05,Beli Motor Bekas,12800000,1052455,1052455,11747545,Belum Selesai,0,8.22
TAB-0924,2,2020-04-20,Beli Motor Bekas,12800000,1470563,2523018,10276982,Belum Selesai,15,19.71
TAB-0924,3,2020-05-11,Beli Motor Bekas,12800000,1352256,3875274,8924726,Belum Selesai,21,30.28
TAB-0925,1,2020-08-23,Modal Nikah/Tunangan,15350000,1541609,1541609,13808391,Belum Selesai,0,10.04
TAB-0925,2,2020-09-08,Modal Nikah/Tunangan,15350000,1557333,3098942,12251058,Belum Selesai,16,20.19
TAB-0925,3,2020-09-26,Modal Nikah/Tunangan,15350000,1406505,4505447,10844553,Belum Selesai,18,29.35
TAB-0925,4,2020-10-19,Modal Nikah/Tunangan,15350000,1694045,6199492,9150508,Belum Selesai,23,40.39
TAB-0925,5,2020-11-04,Modal Nikah/Tunangan,15350000,1526918,7726410,7623590,Belum Selesai,16,50.33
TAB-0925,6,2020-11-17,Modal Nikah/Tunangan,15350000,1538236,9264646,6085354,Belum Selesai,13,60.36
TAB-0925,7,2021-01-05,Modal Nikah/Tunangan,15350000,1633050,12381540,2968460,Belum Selesai,49,80.66
TAB-0925,8,2021-01-13,Modal Nikah/Tunangan,15350000,1505214,13886754,1463246,Belum Selesai,8,90.47
TAB-0925,9,2021-01-25,Modal Nikah/Tunangan,15350000,1463246,15350000,0,Selesai,12,100.0
TAB-0926,1,2020-12-21,Kursus Bootcamp It/Data Science,5610000,240307,240307,5369693,Belum Selesai,0,4.28
TAB-0926,2,2021-01-01,Kursus Bootcamp It/Data Science,5610000,243698,484005,5125995,Belum Selesai,11,8.63
TAB-0926,3,2021-01-18,Kursus Bootcamp It/Data Science,5610000,243761,727766,4882234,Belum Selesai,17,12.97
TAB-0926,4,2021-02-17,Kursus Bootcamp It/Data Science,5610000,223705,951471,4658529,Belum Selesai,30,16.96
TAB-0926,5,2021-03-09,Kursus Bootcamp It/Data Science,5610000,224688,2852899,2757101,Belum Selesai,20,50.85
TAB-0926,6,2021-03-20,Kursus Bootcamp It/Data Science,5610000,226540,1178011,4431989,Belum Selesai,11,21.0
TAB-0926,7,2021-04-13,Kursus Bootcamp It/Data Science,5610000,221104,1399115,4210885,Belum Selesai,24,24.94
TAB-0926,8,2021-04-21,Kursus Bootcamp It/Data Science,5610000,176105,1575220,4034780,Belum Selesai,8,28.08
TAB-0926,9,2021-05-14,Kursus Bootcamp It/Data Science,5610000,234914,1810134,3799866,Belum Selesai,23,32.27
TAB-0926,10,2021-06-06,Kursus Bootcamp It/Data Science,5610000,199007,2009141,3600859,Belum Selesai,23,35.81
TAB-0926,11,2021-07-05,Kursus Bootcamp It/Data Science,5610000,183356,2192497,3417503,Belum Selesai,29,39.08
TAB-0926,12,2021-07-27,Kursus Bootcamp It/Data Science,5610000,218965,2411462,3198538,Belum Selesai,22,42.99
TAB-0926,13,2021-08-03,Kursus Bootcamp It/Data Science,5610000,216749,2628211,2981789,Belum Selesai,7,46.85
TAB-0926,14,2021-09-12,Kursus Bootcamp It/Data Science,5610000,216439,3069338,2540662,Belum Selesai,40,54.71
TAB-0926,15,2021-09-27,Kursus Bootcamp It/Data Science,5610000,245130,3314468,2295532,Belum Selesai,15,59.08
TAB-0926,16,2021-10-22,Kursus Bootcamp It/Data Science,5610000,240000,3554962,2055038,Belum Selesai,25,63.37
TAB-0926,17,2021-11-10,Kursus Bootcamp It/Data Science,5610000,222979,3777941,1832059,Belum Selesai,19,67.34
TAB-0926,18,2021-12-05,Kursus Bootcamp It/Data Science,5610000,174864,3952805,1657195,Belum Selesai,25,70.46
TAB-0926,19,2022-01-16,Kursus Bootcamp It/Data Science,5610000,207242,4383590,1226410,Belum Selesai,42,78.14
TAB-0926,20,2022-01-27,Kursus Bootcamp It/Data Science,5610000,224914,4608504,1001496,Belum Selesai,11,82.15
TAB-0926,21,2022-02-23,Kursus Bootcamp It/Data Science,5610000,253953,4862457,747543,Belum Selesai,27,86.67
TAB-0926,22,2022-03-11,Kursus Bootcamp It/Data Science,5610000,247628,5110085,499915,Belum Selesai,16,91.09
TAB-0926,23,2022-04-02,Kursus Bootcamp It/Data Science,5610000,231523,5341608,268392,Belum Selesai,22,95.22
TAB-0926,24,2022-04-26,Kursus Bootcamp It/Data Science,5610000,197555,5539163,70837,Belum Selesai,24,98.74
TAB-0926,25,2022-05-16,Kursus Bootcamp It/Data Science,5610000,70837,5610000,0,Selesai,20,100.0
TAB-0927,1,2021-12-30,Beli Laptop Skripsi,7920000,723220,723220,7196780,Belum Selesai,0,9.13
TAB-0927,2,2022-01-31,Beli Laptop Skripsi,7920000,823399,2450192,5469808,Belum Selesai,32,30.94
TAB-0927,3,2022-02-23,Beli Laptop Skripsi,7920000,817146,3267338,4652662,Belum Selesai,23,41.25
TAB-0927,4,2022-03-09,Beli Laptop Skripsi,7920000,833682,4101020,3818980,Belum Selesai,14,51.78
TAB-0927,5,2022-04-04,Beli Laptop Skripsi,7920000,724895,4825915,3094085,Belum Selesai,26,60.93
TAB-0927,6,2022-04-16,Beli Laptop Skripsi,7920000,821793,5647708,2272292,Belum Selesai,12,71.31
TAB-0927,7,2022-04-26,Beli Laptop Skripsi,7920000,703852,6351560,1568440,Belum Selesai,10,80.2
TAB-0927,8,2022-05-20,Beli Laptop Skripsi,7920000,853893,7205453,714547,Belum Selesai,24,90.98
TAB-0927,9,2022-06-03,Beli Laptop Skripsi,7920000,714547,7920000,0,Selesai,14,100.0
TAB-0928,1,2022-03-11,Modif Motor/Ganti Knalpot,2920000,286470,286470,2633530,Belum Selesai,0,9.81
TAB-0928,2,2022-03-18,Modif Motor/Ganti Knalpot,2920000,269387,555857,2364143,Belum Selesai,7,19.04
TAB-0928,3,2022-04-11,Modif Motor/Ganti Knalpot,2920000,262950,818807,2101193,Belum Selesai,24,28.04
TAB-0929,1,2022-03-09,Dana Darurat,7500000,1302422,1302422,6197578,Belum Selesai,0,17.37
TAB-0929,2,2022-04-09,Dana Darurat,7160000,1118148,2420570,5079430,Belum Selesai,31,33.81
TAB-0929,3,2022-04-27,Dana Darurat,7500000,1016247,3436817,4063183,Belum Selesai,18,45.82
TAB-0929,4,2022-05-13,Dana Darurat,7500000,1180019,4616836,2883164,Belum Selesai,16,61.56
TAB-0929,5,2022-05-26,Dana Darurat,7500000,1349758,5966594,1533406,Belum Selesai,13,79.55
TAB-0930,1,2022-03-24,Langganan Gym,1680000,93499,93499,1586501,Belum Selesai,0,5.57
TAB-0930,2,2022-04-17,Langganan Gym,1680000,103641,197140,1482860,Belum Selesai,24,11.73
TAB-0930,3,2022-05-13,Langganan Gym,1680000,83627,280767,1399233,Belum Selesai,26,16.71
TAB-0930,4,2022-05-24,Langganan Gym,1680000,90460,371227,1308773,Belum Selesai,11,22.1
TAB-0930,5,2022-07-07,Langganan Gym,1680000,88566,547926,1132074,Belum Selesai,44,32.61
TAB-0930,6,2022-07-17,Langganan Gym,1680000,103354,651280,1028720,Belum Selesai,10,38.77
TAB-0930,7,2022-08-07,Langganan Gym,1680000,92124,743404,936596,Belum Selesai,21,44.25
TAB-0930,8,2022-09-02,Langganan Gym,1680000,83373,826777,853223,Belum Selesai,26,49.21
TAB-0930,9,2022-09-14,Langganan Gym,1680000,89463,916240,763760,Belum Selesai,12,54.54
TAB-0930,10,2022-10-09,Langganan Gym,1680000,83773,1000013,679987,Belum Selesai,25,59.52
TAB-0930,11,2022-10-26,Langganan Gym,1680000,91659,1091672,588328,Belum Selesai,17,64.98
TAB-0930,12,2022-11-22,Langganan Gym,1680000,96419,1188091,491909,Belum Selesai,27,70.72
TAB-0930,13,2022-12-13,Langganan Gym,1680000,86390,1274481,405519,Belum Selesai,21,75.86
TAB-0930,14,2023-01-05,Langganan Gym,1680000,89897,1364378,315622,Belum Selesai,23,81.21
TAB-0930,15,2023-01-22,Langganan Gym,1680000,94069,1547336,132664,Belum Selesai,17,92.1
TAB-0930,16,2023-02-02,Langganan Gym,1680000,80320,1627656,52344,Belum Selesai,11,96.88
TAB-0930,17,2023-03-02,Langganan Gym,1680000,52344,1680000,0,Selesai,28,100.0
TAB-0931,1,2021-03-28,Beli Game Steam/Ps,780000,55032,55032,724968,Belum Selesai,0,7.06
TAB-0931,2,2021-04-12,Beli Game Steam/Ps,780000,63985,119017,660983,Belum Selesai,15,15.26
TAB-0931,3,2021-05-10,Beli Game Steam/Ps,780000,61203,180220,599780,Belum Selesai,28,23.11
TAB-0931,4,2021-06-01,Beli Game Steam/Ps,780000,48193,228413,551587,Belum Selesai,22,29.28
TAB-0931,5,2021-06-27,Beli Game Steam/Ps,780000,63019,291432,488568,Belum Selesai,26,37.36
TAB-0931,6,2021-07-14,Beli Game Steam/Ps,780000,63782,355214,424786,Belum Selesai,17,45.54
TAB-0931,7,2021-09-07,Beli Game Steam/Ps,780000,66195,486810,293190,Belum Selesai,55,62.41
TAB-0931,8,2021-09-29,Beli Game Steam/Ps,780000,66316,553126,226874,Belum Selesai,22,70.91
TAB-0931,9,2021-10-28,Beli Game Steam/Ps,780000,66593,619719,160281,Belum Selesai,29,79.45
TAB-0931,10,2021-11-19,Beli Game Steam/Ps,780000,62020,681739,98261,Belum Selesai,22,87.4
TAB-0931,11,2021-12-23,Beli Game Steam/Ps,780000,39228,780000,0,Selesai,34,100.0
TAB-0932,1,2022-03-11,Tanpa Nama,6140000,305264,305264,5834736,Belum Selesai,0,4.97
TAB-0932,2,2022-03-22,Tanpa Nama,6140000,283815,589079,5550921,Belum Selesai,11,9.59
TAB-0932,3,2022-04-22,Tanpa Nama,6140000,291803,880882,5259118,Belum Selesai,31,14.35
TAB-0932,4,2022-05-16,Tanpa Nama,6140000,288209,1456672,4683328,Belum Selesai,24,23.72
TAB-0932,5,2022-06-09,Tanpa Nama,6140000,238271,2846074,3293926,Belum Selesai,24,46.35
TAB-0932,6,2022-06-15,Tanpa Nama,6140000,344538,1801210,4338790,Belum Selesai,6,29.34
TAB-0932,7,2022-07-09,Tanpa Nama,6140000,246108,2047318,4092682,Belum Selesai,24,33.34
TAB-0932,8,2022-07-30,Tanpa Nama,6140000,244866,2292184,3847816,Belum Selesai,21,37.33
TAB-0932,9,2022-08-15,Tanpa Nama,6140000,315619,2607803,3532197,Belum Selesai,16,42.47
TAB-0932,10,2022-09-24,Tanpa Nama,6140000,337333,3183407,2956593,Belum Selesai,40,51.85
TAB-0932,11,2022-10-15,Tanpa Nama,6140000,306694,3490101,2649899,Belum Selesai,21,56.84
TAB-0932,12,2022-11-14,Tanpa Nama,6140000,278499,3768600,2371400,Belum Selesai,30,61.38
TAB-0932,13,2022-12-05,Tanpa Nama,6140000,281558,4050158,2089842,Belum Selesai,21,65.96
TAB-0932,14,2023-01-03,Tanpa Nama,6140000,241203,4291361,1848639,Belum Selesai,29,69.89
TAB-0932,15,2023-01-14,Tanpa Nama,6140000,296506,4587867,1552133,Belum Selesai,11,74.72
